Time,Bits
8622,96
8628,96
8634,96
8639,96
8645,96
8651,95
8656,95
8662,95
8668,95
8673,95
8679,95
8685,95
8690,95
8696,95
8702,95
8707,95
8713,95
8719,95
8724,95
8730,95
8736,95
8742,95
8747,95
8753,95
8759,95
8764,95
8770,95
8776,95
8781,95
8787,95
8793,95
8798,95
8804,95
8810,95
8815,95
8821,95
8827,95
8833,95
8838,95
8844,95
8850,95
8855,96
8861,96
8867,96
8872,96
8878,96
8884,96
8889,96
8895,96
8901,97
8906,97
8912,97
8918,97
8924,97
8929,97
8935,97
8941,98
8946,98
8952,98
8958,98
8963,98
8969,99
8975,99
8980,99
8986,99
8992,99
8997,99
9003,100
9009,100
9015,100
9020,100
9026,100
9032,100
9038,101
9043,101
9049,101
9055,101
9060,101
9066,102
9072,102
9078,102
9083,102
9089,102
9095,102
9101,102
9106,103
9112,103
9118,103
9124,103
9129,103
9135,103
9141,103
9147,103
9152,104
9158,104
9164,104
9169,104
9175,104
9181,104
9187,104
9192,104
9198,104
9204,104
9210,104
9215,104
9221,104
9227,104
9233,104
9238,104
9244,104
9250,104
9255,104
9261,104
9267,104
9273,104
9278,104
9284,104
9290,104
9296,104
9301,104
9307,104
9313,104
9319,104
9324,104
9330,104
9336,104
9342,104
9347,104
9353,103
9359,103
9365,103
9370,103
9376,103
9382,103
9387,103
9393,103
9399,102
9405,102
9410,102
9416,102
9422,102
9428,102
9433,102
9439,101
9445,101
9451,101
9456,101
9462,101
9468,101
9474,100
9479,100
9485,100
9491,100
9497,100
9502,99
9508,99
9514,99
9519,99
9525,99
9531,99
9536,98
9542,98
9548,98
9553,98
9559,98
9565,98
9570,97
9576,97
9582,97
9588,97
9593,97
9599,97
9605,96
9610,96
9616,96
9622,96
9627,96
9633,96
9639,96
9644,96
9650,95
9656,95
9661,95
9667,95
9673,95
9678,95
9684,95
9690,95
9695,95
9701,95
9707,95
9713,95
9718,95
9724,95
9730,95
9735,95
9741,95
9747,95
9752,95
9758,95
9764,95
9769,95
9775,95
9781,95
9786,95
9792,95
9798,95
9803,95
9809,95
9815,95
9821,95
9826,95
9832,95
9838,95
9843,95
9849,95
9855,96
9860,96
9866,96
9872,96
9877,96
9883,96
9889,96
9895,96
9900,97
9906,97
9912,97
9917,97
9923,97
9929,97
9934,97
9940,98
9946,98
9951,98
9957,98
9963,98
9968,99
9974,99
9980,99
9985,99
9991,99
9997,99
10003,100
10008,100
10014,100
10020,100
10026,100
10031,100
10037,101
10043,101
10049,101
10055,101
10060,101
10066,101
10072,102
10078,102
10084,102
10089,102
10095,102
10101,102
10107,103
10113,103
10118,103
10124,103
10130,103
10136,103
10141,103
10147,103
10153,104
10159,104
10165,104
10170,104
10176,104
10182,104
10188,104
10194,104
10199,104
10205,104
10211,104
10217,104
10222,104
10228,104
10234,104
10240,104
10246,104
10251,104
10257,104
10263,104
10269,104
10275,104
10280,104
10286,104
10292,104
10298,104
10304,104
10309,104
10315,104
10321,104
10327,104
10332,104
10338,104
10344,104
10350,104
10356,103
10361,103
10367,103
10373,103
10379,103
10385,103
10390,103
10396,103
10402,102
10408,102
10414,102
10419,102
10425,102
10431,102
10437,101
10443,101
10448,101
10454,101
10460,101
10466,101
10471,100
10477,100
10483,100
10489,100
10495,100
10500,100
10506,99
10512,99
10518,99
10523,99
10529,99
10535,98
10541,98
10546,98
10552,98
10558,98
10564,98
10569,97
10575,97
10581,97
10586,97
10592,97
10598,97
10604,96
10609,96
10615,96
10621,96
10627,96
10632,96
10638,96
10644,96
10650,95
10655,95
10661,95
10667,95
10672,95
10678,95
10684,95
10690,95
10695,95
10701,95
10707,95
10713,95
10718,95
10724,95
10730,95
10736,95
10741,95
10747,95
10753,95
10758,95
10764,95
10770,95
10776,95
10781,95
10787,95
10793,95
10799,95
10804,95
10810,95
10816,95
10822,95
10827,95
10833,95
10839,95
10845,95
10850,95
10856,96
10862,96
10867,96
10873,96
10879,96
10885,96
10890,96
10896,96
10902,97
10908,97
10913,97
10919,97
10925,97
10931,97
10936,98
10942,98
10948,98
10954,98
10959,98
10965,98
10971,99
10976,99
10982,99
10988,99
10994,99
10999,99
11005,100
11011,100
11017,100
11023,100
11028,100
11034,101
11040,101
11046,101
11051,101
11057,101
11063,101
11069,102
11075,102
11080,102
11086,102
11092,102
11098,102
11104,103
11109,103
11115,103
11121,103
11127,103
11132,103
11138,103
11144,103
11150,104
11156,104
11161,104
11167,104
11173,104
11179,104
11185,104
11190,104
11196,104
11202,104
11208,104
11213,104
11219,104
11225,104
11231,104
11237,104
11242,104
11248,104
11254,104
11260,104
11266,104
11271,104
11277,104
11283,104
11289,104
11295,104
11300,104
11306,104
11312,104
11318,104
11323,104
11329,104
11335,104
11341,104
11347,104
11352,104
11358,103
11364,103
11370,103
11376,103
11381,103
11387,103
11393,103
11399,102
11405,102
11410,102
11416,102
11422,102
11428,102
11434,102
11439,101
11445,101
11451,101
11457,101
11463,101
11468,101
11474,100
11480,100
11486,100
11491,100
11497,100
11503,99
11509,99
11515,99
11520,99
11526,99
11532,99
11537,98
11543,98
11549,98
11555,98
11560,98
11566,97
11572,97
11578,97
11583,97
11589,97
11595,97
11601,97
11606,96
11612,96
11618,96
11623,96
11629,96
11635,96
11641,96
11646,96
11652,95
11658,95
11664,95
11669,95
11675,95
11681,95
11687,95
11692,95
11698,95
11704,95
11709,95
11715,95
11721,95
11727,95
11732,95
11738,95
11744,95
11750,95
11755,95
11761,95
11767,95
11773,95
11778,95
11784,95
11790,95
11795,95
11801,95
11807,95
11813,95
11818,95
11824,95
11830,95
11836,95
11841,95
11847,95
11853,95
11859,96
11864,96
11870,96
11876,96
11882,96
11887,96
11893,96
11899,97
11905,97
11910,97
